cuid,cuname,cu_acronym,du_number,DU_name,du_acronym,trtc_cu,FULL_CU_IN,spp,gen_length,COSEWIC_status,last_assessed,ca_check_012022
563,Kadjusdis River,KADJUSDIS,T24,Kadjusdis,KADJUSDIS,SX_L-19-24,SEL-19-24,Sockeye-Lake,5,,NA,Marked as Tentative in 2021 COSEWIC SE DU report 
564,Kdelmashan Creek,KDELMASHAN,SE123,Kdelmashan,KDELMASHAN,SX_L-19-25,SEL-19-25,Sockeye-Lake,5,,NA,y
565,Keecha,,SE124,Keesha,KEESHA,SX_L-19-26,SEL-19-26,Sockeye-Lake,5,,NA,"Discrepancy in name - 2021 SE DU report calls ""Keesha"", CU index matches"
566,Kent Inlet Lagoon Creek,KENT,SE125,Kent Inlet,KENT,SX_L-19-27,SEL-19-27,Sockeye-Lake,5,,NA,y
567,Kenzuwash Creeks,KENZUWASH,T25,Kenzuwash,KENZUWASH,SX_L-19-28,SEL-19-28,Sockeye-Lake,5,,NA,Marked as Tentative in 2021 COSEWIC SE DU report 
568,Keswar Creek,KESWAR,T26,Keswar,KESWAR,SX_L-19-29,SEL-19-29,Sockeye-Lake,5,,NA,Marked as Tentative in 2021 COSEWIC SE DU report 
569,Kildidt Creek,KILDIDT,T27,Kildidt,KILDIDT,SX_L-19-30,SEL-19-30,Sockeye-Lake,5,,NA,Marked as Tentative in 2021 COSEWIC SE DU report 
570,Kildidt Lagoon Creek,KILDIDT LAGOON,SE126,Kildidt Lagoon Creek,KILDIDT LAGOON,SX_L-19-31,SEL-19-31,Sockeye-Lake,5,,NA,y
571,Kisameet,KISAMEET,SE127,Kisameet,KISAMEET,SX_L-19-32,SEL-19-32,Sockeye-Lake,5,,NA,y
572,Koeye,KOEYE,SE128,Koeye,KOEYE,SX_L-19-33,SEL-19-33,Sockeye-Lake,5,,NA,y
573,Kooryet,KOORYET,SE129,Kooryet,KOORYET,SX_L-19-34,SEL-19-34,Sockeye-Lake,5,,NA,y
574,Kunsoot River,KUNSOOT,T28,Kunsoot,KUNSOOT,SX_L-19-35,SEL-19-35,Sockeye-Lake,5,,NA,Marked as Tentative in 2021 COSEWIC SE DU report 
575,Kwakwa Creek,KWAKWA,SE130,Kwakwa,KWAKWA,SX_L-19-36,SEL-19-36,Sockeye-Lake,5,,NA,y
576,Lewis Creek,LEWIS,T29,Lewis,LEWIS,SX_L-19-37,SEL-19-37,Sockeye-Lake,5,,NA,Marked as Tentative in 2021 COSEWIC SE DU report 
577,Limestone Creek,LIMESTONE,SE131,Limestone,LIMESTONE,SX_L-19-38,SEL-19-38,Sockeye-Lake,5,,NA,y
578,Lowe/Simpson/Weir,,T30,Lowe/Simpson/Weare,LOWE/SIMPSON/WEARE,SX_L-19-39,SEL-19-39,Sockeye-Lake,5,,NA,"Discrepancy in name - 2021 SE DU report calls ""Lowe/Simpson/Weare"", CU index matches; Marked as Tentative in 2021 COSEWIC SE DU report "
579,Mary Cove Creek,MARY COVE,SE132,Mary Cove,MARY COVE,SX_L-19-40,SEL-19-40,Sockeye-Lake,5,,NA,y
580,Mcdonald Creek,MCDONALD,T31,Mcdonald,MCDONALD,SX_L-19-41,SEL-19-41,Sockeye-Lake,5,,NA,Marked as Tentative in 2021 COSEWIC SE DU report 
581,Mcloughlin,MCLOUGHLIN,T32,Mcloughlin,MCLOUGHLIN,SX_L-19-42,SEL-19-42,Sockeye-Lake,5,,NA,Marked as Tentative in 2021 COSEWIC SE DU report 
582,Mikado,MIKADO,SE133,Mikado,MIKADO,SX_L-19-43,SEL-19-43,Sockeye-Lake,5,,NA,y
583,Monckton Inlet Creek,MONCKTON,T33,Monckton Inlet,MONCKTON,SX_L-19-44,SEL-19-44,Sockeye-Lake,5,,NA,Marked as Tentative in 2021 COSEWIC SE DU report 
584,Namu,NAMU,SE134,Namu,NAMU,SX_L-19-45,SEL-19-45,Sockeye-Lake,5,,NA,y
585,Port John,PORT JOHN,SE135,Port John,PORT JOHN,SX_L-19-46,SEL-19-46,Sockeye-Lake,5,,NA,y
586,Powles Creek,POWLES,SE136,Powles,POWLES,SX_L-19-47,SEL-19-47,Sockeye-Lake,5,,NA,y
587,Price Creek,PRICE,T34,Price,PRICE,SX_L-19-48,SEL-19-48,Sockeye-Lake,5,,NA,Marked as Tentative in 2021 COSEWIC SE DU report 
588,Roderick,RODERICK,T35,Roderick,RODERICK,SX_L-19-50,SEL-19-50,Sockeye-Lake,5,,NA,y
589,Ryan Creek,RYAN,SE138,Ryan,RYAN,SX_L-19-51,SEL-19-51,Sockeye-Lake,5,,NA,y
590,Salter,SALTER,SE139,Salter,SALTER,SX_L-19-52,SEL-19-52,Sockeye-Lake,5,,NA,y
591,Scoular/Kilpatrick,SCOULER/KILPATRICK,SE140,Scoular/Kilpatrick,SCOULER/KILPATRICK,SX_L-19-53,SEL-19-53,Sockeye-Lake,5,,NA,y
592,Sheneeza Inlet,SHENEEZA,T36,Sheneeza,SHENEEZA,SX_L-19-55,SEL-19-55,Sockeye-Lake,5,,NA,Marked as Tentative in 2021 COSEWIC SE DU report 
593,Ship Point Creek,SHIP_PNT,T37,Ship Point,SHIP_PNT,SX_L-19-56,SEL-19-56,Sockeye-Lake,5,,NA,Marked as Tentative in 2021 COSEWIC SE DU report 
594,Spencer Creek,SPENCER,SE142,Spencer,SPENCER,SX_L-19-57,SEL-19-57,Sockeye-Lake,5,,NA,y
595,Stannard Creek,STANNARD,T37,Stannard,STANNARD,SX_L-19-58,SEL-19-58,Sockeye-Lake,5,,NA,Marked as Tentative in 2021 COSEWIC SE DU report 
596,Talamoosa Creek,TALAMOOSA,SE143,Talamoosa,TALAMOOSA,SX_L-19-59,SEL-19-59,Sockeye-Lake,5,,NA,y
597,Tankeeah River,TANKEEAH,SE144,Tankeeah,TANKEEAH,SX_L-19-60,SEL-19-60,Sockeye-Lake,5,,NA,y
598,Treneman Creek,TRENEMAN,T39,Treneman,TRENEMAN,SX_L-19-61,SEL-19-61,Sockeye-Lake,5,,NA,Marked as Tentative in 2021 COSEWIC SE DU report 
599,Tsimtack/Moore/Roger,TSIMTACK,SE145,Tsimtack,TSIMTACK,SX_L-19-62,SEL-19-62,Sockeye-Lake,5,,NA,y
600,Tuno Creek East,TUNO_EAST,T40,Tuno East,TUNO_EAST,SX_L-19-63,SEL-19-63,Sockeye-Lake,5,,NA,Marked as Tentative in 2021 COSEWIC SE DU report 
601,Tuno Creek West,TUNO_WEST,SE146,Tuno West,TUNO_WEST,SX_L-19-64,SEL-19-64,Sockeye-Lake,5,,NA,y
602,Tyler Creek,TYLER,T41,Tyler,TYLER,SX_L-19-65,SEL-19-65,Sockeye-Lake,5,,NA,Marked as Tentative in 2021 COSEWIC SE DU report 
603,Wale Creek,WALE,SE147,Wale,WALE,SX_L-19-66,SEL-19-66,Sockeye-Lake,5,,NA,y
604,Watt Bay,WATT,T42,Watt,WATT,SX_L-19-67,SEL-19-67,Sockeye-Lake,5,,NA,Marked as Tentative in 2021 COSEWIC SE DU report 
605,West Creek,WEST_CRK,T43,West Creek,WEST_CRK,SX_L-19-68,SEL-19-68,Sockeye-Lake,5,,NA,Marked as Tentative in 2021 COSEWIC SE DU report 
606,Yaaklele Lagoon,YAAKLELE,T44,Yaaklele,YAAKLELE,SX_L-19-69,SEL-19-69,Sockeye-Lake,5,,NA,Marked as Tentative in 2021 COSEWIC SE DU report 
607,Yeo,YEO,SE148,Yeo,YEO,SX_L-19-70,SEL-19-70,Sockeye-Lake,5,,NA,y
608,Hecate Lowlands,,PE11,Rivers - Smith Inlets,,PKe_5,PKE-05,Pink,2,,NA,y
608,Hecate Lowlands,,PE13,Hecate Strait Mainland ,,PKe_5,PKE-05,Pink,2,,NA,y
609,Hecate Strait-Fjords,,PE12,Bella Coola - Dean Rivers,,PKe_6,PKE-06,Pink,2,,NA,y
609,Hecate Strait-Fjords,,PE14,Northern Coastal Streams ,,PKe_6,PKE-06,Pink,2,,NA,y
610,Homathko-Klinaklini-Rivers-Smith-Bella Coola Dean,,PO12,Homathko - Klinaklini,,PKo_8,PKO-08,Pink,2,,NA,y
610,Homathko-Klinaklini-Rivers-Smith-Bella Coola Dean,,PO19,Rivers-Smith Inlets,,PKo_8,PKO-08,Pink,2,,NA,y
610,Homathko-Klinaklini-Rivers-Smith-Bella Coola Dean,,PO20,Bella Coola - Dean Rivers ,,PKo_8,PKO-08,Pink,2,,NA,y
611,Hecate Strait-Lowlands,,PO21,Hecate Strait Mainland ,,PKo_12,PKO-12,Pink,2,,NA,y
612,Hecate Strait-Fjords,,PO22,Northern Coastal Streams ,,PKo_13,PKO-13,Pink,2,,NA,y
613,Rivers-Smith Inlets,,SE035,Rivers-Smith Inlets,RSI,SX_R12,SER-12,Sockeye-River,4,,NA,y
614,Northern Coastal Fjords,,SE036,Bella Coola-Dean Rivers,BCD,SX_R16,SER-16,Sockeye-Lake,4,,NA,y
614,Northern Coastal Fjords,,SE037,Northern Coastal Streams,NC,SX_R16,SER-16,Sockeye-Lake,4,,NA,y
615,Northern Coastal,,SE038,Hecate Lowlands,HecLow,SX_R17,SER-17,Sockeye-River,4,,NA,y
701,Lower Fraser,,CM01,Lower Fraser,,CM-002,CM-2,Chum,4,,NA,y
704,Lillooet,LILL,CO03,Lillooet ,LILL,CO-004,CO-4,Coho,3,,NA,y
705,Fraser Canyon,FRCany,CO04,Fraser Canyon,FRCany,CO-005,CO-5,Coho,3,Threatened,2016,y
707,Lower Thompson,LTHOM,CO06,Lower Thompson,LTHOM,CO-007,CO-7,Coho,3,Threatened,2016,y
708,South Thompson,STHOM,CO07,South Thompson,STHOM,CO-008,CO-8,Coho,3,Threatened,2016,y
709,North Thompson,NTHOM,CO08,North Thompson,NTHOM,CO-009,CO-9,Coho,3,Threatened,2016,y
710,Fraser River,,PO01,Lower Fraser,,PKO-001,PKO-1,Pink,2,,NA,y
710,Fraser River,,PO02,Lillooet,,PKO-001,PKO-1,Pink,2,,NA,y
710,Fraser River,,PO03,Fraser Canyon,,PKO-001,PKO-1,Pink,2,,NA,y
710,Fraser River,,PO04,Middle Fraser,,PKO-001,PKO-1,Pink,2,,NA,y
710,Fraser River,,PO05,Upper Fraser,,PKO-001,PKO-1,Pink,2,,NA,y
710,Fraser River,,PO06,Lower Thompson,,PKO-001,PKO-1,Pink,2,,NA,y
710,Fraser River,,PO07,South Thompson,,PKO-001,PKO-1,Pink,2,,NA,y
710,Fraser River,,PO08,North Thompson ,,PKO-001,PKO-1,Pink,2,,NA,y
711,Chilliwack_Early Summer,,SE005,Chilliwack-ES population,,SEL-03-001,SEL-03-01,Sockeye-Lake,4,Not at risk,2017,
712,Cultus_Late,,SE006,Cultus-L population,,SEL-03-002,SEL-03-02,Sockeye-Lake,4,Endangered,2017,
713,Harrison-downstream migrating_Late,,SE009,Harrison (D/S)-L population,,SEL-03-003,SEL-03-03,Sockeye-Lake,4,Special Concern,2017,
714,Harrison-upstream migrating_Late,,SE010,Harrison (U/S)-L population,,SEL-03-004,SEL-03-04,Sockeye-Lake,4,Endangered,2017,
715,Pitt_Early Summer,,SE015,Pitt-ES population,,SEL-03-005,SEL-03-05,Sockeye-Lake,4,Not at risk,2017,
716,Lillooet/Harrison_Late,,SE012,Lillooet-Harrison-L population,,SEL-04-001,SEL-04-01,Sockeye-Lake,4,Special Concern,2017,
718,Nahatlatch_Early Summer,,SE013,Nahatlatch-ES population,,SEL-05-002,SEL-05-02,Sockeye-Lake,4,Special Concern,2017,
719,Anderson/Seton_Early Summer,,SE001,Anderson-Seton-ES population,,SEL-06-001,SEL-06-01,Sockeye-Lake,4,Not at risk,2021,
720,Chilko_Early Summer,,SE003,Chilko-ES population / Chilko-S population,,SEL-06-002,SEL-06-02,Sockeye-Lake,4,Not at risk,2017,
721,Chilko_Summer,,SE004,Chilko-ES population / Chilko-S population,,SEL-06-003,SEL-06-03,Sockeye-Lake,4,Not at risk,2017,
725,Francois/Fraser_Summer,,SE007,Francois-Fraser-S population,,SEL-06-007,SEL-06-07,Sockeye-Lake,4,Special Concern,2017,
727,Nadina/Francois_Early Summer,,SE008,Nadina-Francois-ES population,,SEL-06-020,SEL-06-20,Sockeye-Lake,4,Not at risk,2017,
728,Quesnel_Summer,,SE016,Quesnel-S population,,SEL-06-010,SEL-06-10,Sockeye-Lake,4,Endangered,2017,
729,Seton_Late,,SE017,Seton-L population,,SEL-06-011,SEL-06-11,Sockeye-Lake,4,Endangered,2017,
731,Takla/Trembleur/Stuart_Summer,,SE021,Takla-Trembleur-Stuart-S population,,SEL-06-013,SEL-06-13,Sockeye-Lake,4,Endangered,2017,
732,Takla/Trembleur_Early Stuart,,SE020,Takla-Trembleur-EStu population,,SEL-06-014,SEL-06-14,Sockeye-Lake,4,Endangered,2017,
734,Taseko_Early Summer,,SE022,Taseko-ES population,,SEL-06-016,SEL-06-16,Sockeye-Lake,4,Endangered,2017,
735,Bowron_Early Summer,,SE002,Bowron-ES population,,SEL-07-001,SEL-07-01,Sockeye-Lake,4,Endangered,2017,
738,Shuswap_Early Summer,,SE019,Shuswap-ES population,,SEL-09-002,SEL-09-02,Sockeye-Lake,4,Not at risk,2017,
739,Shuswap_Late,,SE018,Shuswap Complex-L population,,SEL-09-003,SEL-09-03,Sockeye-Lake,4,Not at risk,2017,
740,Kamloops_Early Summer,,SE011,Kamloops-ES population,,SEL-10-001,SEL-10-01,Sockeye-Lake,4,Special Concern,2017,
742,Widgeon,,SE023,Widgeon (River-Type) population,,SER-002,SER-02,Sockeye-River,4,Threatened,2017,y
745,Harrison River,,SE024,Harrison (River-Type) population,,SER-003,SER-03,Sockeye-River,4,Not at risk,2017,y
749,Interior Fraser,MFR,CO05,Middle Fraser,MFR,CO-048,CO-48,Coho,3,Threatened,2016,y
750,Lower Fraser,LFR,CO02,Lower Fraser ,LFR,CO-047,CO-47,Coho,3,,NA,y
751,Adams and Momich Lakes_Early Summer,,,Adams ES,,SEL-09-912,SEL-09-xx,Sockeye-Lake,4,Extinct,2021,Assessed as extinct 2021; Removed from numbering in 2021 COSEWIC SE DU Report because populations are thought to be eliminated; DU numbers repurposed 
751,Adams and Momich Lakes_Early Summer,,,Momich-ES,,SEL-09-912,SEL-09-xx,Sockeye-Lake,4,Endangered,2021,Removed from numbering in 2021 COSEWIC SE DU Report because populations are thought to be eliminated; DU numbers repurposed 
752,North Barriere_Early Summer,,SE014,North Barriere-ES population,,SEL-10-003,SEL-10-03,Sockeye-Lake,4,Extinct,2021,
800,North Haida Gwaii-Stanley Creek,,CM14,Stanley Creek,,CM_25,CM-25,Chum,5,,NA,y
801,East HG,,CM15,Haida Gwaii - East ,,CM_21,CM-21,Chum,5,,NA,y
802,North Haida Gwaii,,CM13,Haida Gwaii - Noth ,,CM_24,CM-24,Chum,5,,NA,y
803,West Haida Gwaii,,CM12,Haida Gwaii - West,,CM_23,CM-23,Chum,5,,NA,y
804,Skidegate,,CM15,Haida Gwaii - East ,,CM_22,CM-22,Chum,5,,NA,y
804,Skidegate,,CM12,Haida Gwaii - West,,CM_22,CM-22,Chum,5,,NA,y
805,Haida Gwaii-North,,CK30,"Haida Gwaii-North Ocean/Stream, Summer",HGN,CN_43,CK-43,Chinook,6,,NA,y
806,Haida Gwaii-East,,CK31,"Haida Gwaii-East Ocean, Fall",HGE,CN_44,CK-44,Chinook,6,,NA,y
807,HG-EAST,EQCI,CO20,Haida Gwaii - East ,EHG,CO_23,CO-23,Coho,3,,NA,"alt. CU name ""Queen Charlotte Islands | Outer Graham Island"""
808,HG-WEST,WQCI,CO18,Haida Gwaii - West,WHG,CO_24,CO-24,Coho,3,,NA,"alt. CU name ""Queen Charlottes | Hecate Strait - Q.C. Sound"""
809,HG-GRAHAM ISLAND LOWLANDS,NQCI,CO19,Haida Gwaii - North,NHG,CO_25,CO-25,Coho,3,,NA,"alt. CU name ""QCI - Graham Is Lowlands"""
810,North Haida Gwaii,,PE09,Haida Gwaii - North,,PKe_9,PKE-09,Pink,2,,NA,y
811,East Haida Gwaii,,PE10,Haida Gwaii - East ,,PKe_10,PKE-10,Pink,2,,NA,y
812,West Haida Gwaii,,PE08,Haida Gwaii - West ,,PKe_11,PKE-11,Pink,2,,NA,y
813,East Haida Gwaii,,PO18,Haida Gwaii - East ,,PKo_9,PKO-09,Pink,2,,NA,y
814,North Haida Gwaii,,PO17,Haida Gwaii - North,,PKo_10,PKO-10,Pink,2,,NA,y
815,West Haida Gwaii,,PO16,Haida Gwaii - West ,,PKo_11,PKO-11,Pink,2,,NA,y
816,East Haida Gwaii,,SE034,East Haida Gwaii,EHG,NA,SER-13,Sockeye-River,NA,,NA,y
817,North Haida Gwaii,,SE033,North Haida Gwaii,NHG,,,Sockeye-River,,,NA,"Seems like the names is switched with SER-15, should be West Haida Gwaii? "
818,West Haida Gwaii,,SE032,West Haida Gwaii,WHG,,,Sockeye-River,,,NA,"Seems like the names is switched with SER-14, should be North Haida Gwaii? "
819,Ain/Skundale/Ian,SKUNDALE,SE093,Ain/Skundale/Ian,SKUNDALE,NA,SEL-17-01,Sockeye-Lake,NA,,NA,y
820,Awun,AWUN,SE094,Awun,AWUN,SX_L-17-02,SEL-17-02,Sockeye-Lake,5,,NA,y
821,Fairfax,FAIRFAX,SE092,Fairfax,FAIRFAX,NA,SEL-17-03,Sockeye-Lake,5,,NA,y
822,Jalun,JALUN,SE095,Jalun,JALUN,NA,SEL-17-04,Sockeye-Lake,5,,NA,y
823,MARIAN,MARIAN,T07,Marian,MARIAN,SX_L-17-05,SEL-17-05,Sockeye-Lake,5,,NA,Marked as Tentative in 2021 COSEWIC SE DU report 
824,Mathers,MATHERS,SE098,Mathers,MATHERS,SX_L-17-06,SEL-17-06,Sockeye-Lake,5,,NA,y
825,Mercer,MERCER,SE091,Mercer,MERCER,SX_L-17-07,SEL-17-07,Sockeye-Lake,5,,NA,y
826,Skidegate,SKIDEGATE,SE099,Skidegate,SKIDEGATE,SX_L-17-08,SEL-17-08,Sockeye-Lake,5,,NA,y
827,Yakoun,YAKOUN,SE096,Yakoun,YAKOUN,SX_L-17-09,SEL-17-09,Sockeye-Lake,5,,NA,y
828,Marie,MARIE,SE097,Marie,MARIE,,SEL-17-10,Sockeye-Lake,,,NA,"NOT PREVIOUSLY IN SHEET, NO PSE CU ID; GEN LENGTH"
900,Southern Coastal Streams,,CM05,South Coastal Streams - Queen Charlotte Strait - Johntsone Strait - Southern Fjords,,CM-008,CM-8,Chum,4,,NA,y
901,Bute Inlet,,CM07,Bute Inlet,,CM-007,CM-7,Chum,4,,NA,y
902,Loughborough,,CM06,Loughborough Inlet,,CM-006,CM-6,Chum,4,,NA,y
903,Northeast Vancouver Island,,CM09,E Vancouver Is - Johnstone Strait - Southern Fjords,,CM-005,CM-5,Chum,4,,NA,y
904,Georgia Strait,,CM02,Georgia Strait Mainland,,CM-004,CM-4,Chum,4,,NA,y
904,Georgia Strait,,CM04,E Vancouver Is - Georgia Strait,,CM-004,CM-4,Chum,4,,NA,y
904,Georgia Strait,,CM10,West Vancouver Island ,,CM-004,CM-4,Chum,4,,NA,y
905,Howe Sound-Burrand Inlet,,CM03,Howe Sound-Burrand Inlet,,CM-003,CM-3,Chum,4,,NA,y
906,Boundary Bay,BB,CO01,Boundary Bay,BB,CO-001,CO-1,Coho,3,,NA,y
907,Howe Sound-Burrard Inlet,Howe-Burrard,CO10,Howe Sound-Burrard Inlet,Howe-Burrard,CO-010,CO-10,Coho,3,,NA,y
908,Georgia Strait Mainland,SC+GStr,CO09,Georgia Strait Mainland,SC+GStr,CO-011,CO-11,Coho,3,,NA,y
909,Southern Coastal Streams-Queen Charlotte Strait-Johnstone Strait-Southern Fjords,SC+SFj,CO12,South Coastal Streams-QCStr-JStr-SFjords,SC+SFj,CO-012,CO-12,Coho,3,,NA,y
910,East Vancouver Island-Georgia Strait,EVI+GStr,CO11,East Vancouver Island-Georgia Strait,EVI+GStr,CO-013,CO-13,Coho,3,,NA,y
911,East Vancouver Island-Johnstone Strait-Southern Fjords,EVI+SFj,CO14,E Vancouver Is – Johnstone Strait-SFjords,EVI+SFj,CO-014,CO-14,Coho,3,,NA,y
912,Nahwitti Lowland,Nahwitti,CO17,Northwest Vancouver Island,NWVI,CO-015,CO-15,Coho,3,,NA,"alt CU name ""Northwest Vancouver Island"""
913,Juan de Fuca-Pachena,JdF,CO16,Juan de Fuca-Pachena,JdF,CO-016,CO-16,Coho,3,,NA,y
914,West Vancouver Island,WVI,CO15,West Vancouver Island,WVI,CO-017,CO-17,Coho,3,,NA,y
915,Clayoquot,CLAY,CO15,West Vancouver Island,WVI,CO-018,CO-18,Coho,3,,NA,y
916,Homathko-Klinaklini Rivers,HK,CO13,Homathko-Klinaklini,HK+SFj,CO-019,CO-19,Coho,3,,NA,y
917,Georgia Strait,,PE01,Georgia Strait Mainland,,PKE-001,PKE-1,Pink,2,,NA,y
917,Georgia Strait,,PE02,E Vancouver Is - Georgia Strait,,PKE-001,PKE-1,Pink,2,,NA,y
918,West Vancouver Island,,PE06,West Vancouver Island ,,PKE-002,PKE-2,Pink,2,,NA,y
919,Northwest Vancouver Island,,PE07,Northwest Vancouver Island,,PKE-003,PKE-3,Pink,2,,NA,y
920,Southern Fjords,,PE03,South Coastal Streams - Queen Charlotte Strait - Johnstone Strait - Southern Fjords,,PKE-004,PKE-4,Pink,2,,NA,y
920,Southern Fjords,,PE04,Homathko - Klinaklini,,PKE-004,PKE-4,Pink,2,,NA,y
920,Southern Fjords,,PE05,E Vancouver Is - Johnstone Strait - Southern Fjords ,,PKE-004,PKE-4,Pink,2,,NA,y
921,East Howe Sound-Burrard Inlet,,,,,PKO-002,PKO-2,Pink,2,,NA,No corresponding DU in provisional info from 2022 DU report
922,Georgia Strait,,PO09,Georgia Strait Mainland,,PKO-003,PKO-3,Pink,2,,NA,y
923,East Vancouver Island-Johnstone Strait,,PO10,E Vancouver Is - Georgia Strait ,,PKO-004,PKO-4,Pink,2,,NA,y
924,Nahwitti,,PO15,Northwest Vancouver Island ,,PKO-005,PKO-5,Pink,2,,NA,y
925,West Vancouver Island,,PO14,West Vancouver Island ,,PKO-006,PKO-6,Pink,2,,NA,y
926,Southern Fjords,,PO11,South Coastal Streams - Queen Charlotte Strait - Johntsone Strait - Southern Fjords,,PKO-007,PKO-7,Pink,2,,NA,y
927,Fulmore,FULMORE,SE053,Fulmore,FULMORE,SEL-11-001,SEL-11-01,Sockeye-Lake,5,,NA,y
928,Heydon,HEYDON,SE054,Heydon,HEYDON,SEL-11-002,SEL-11-02,Sockeye-Lake,5,,NA,y
929,Kakweiken,KAWEIKEN,SE055,Kakweiken,KAWEIKEN,SEL-11-003,SEL-11-03,Sockeye-Lake,5,,NA,y
930,Loose,LOOSE,SE056,Loose,LOOSE,SEL-11-004,SEL-11-04,Sockeye-Lake,5,,NA,y
931,Mackenzie,MACKENZIE,SE057,Mackenzie,MACKENZIE,SEL-11-005,SEL-11-05,Sockeye-Lake,5,,NA,y
932,Phillips,PHILLIPS,SE058,Phillips,PHILLIPS,SEL-11-006,SEL-11-06,Sockeye-Lake,5,,NA,y
933,Sakinaw,SAKINAW,SE051,Sakinaw ,SAKINAW,SEL-11-007,SEL-11-07,Sockeye-Lake,5,Endangered,2016,y
935,Tzoonie,TZOONIE,SE052,Tzoonie,TZOONIE,SEL-11-009,SEL-11-09,Sockeye-Lake,5,,NA,y
936,Village Bay,VILLAGE,T01,Village Bay,VILLAGE,SEL-11-010,SEL-11-10,Sockeye-Lake,5,,NA,Marked as Tentative in 2021 COSEWIC SE DU report 
937,Ida/Bonanza,IDA/BONANZA,SE059,Ida/Bonanza,IDA/BONANZA,SEL-12-001,SEL-12-01,Sockeye-Lake,5,,NA,y
938,Nahwitti,NAHWITTI,SE060,Nahwitti,NAHWITTI,SEL-12-002,SEL-12-02,Sockeye-Lake,5,,NA,y
939,Nimpkish,NIMPKISH,SE061,Nimpkish,NIMPKISH,SEL-12-003,SEL-12-03,Sockeye-Lake,5,,NA,y
941,Quatse,QUATSE,SE062,Quatse,QUATSE,SEL-12-005,SEL-12-05,Sockeye-Lake,4,,NA,y
942,Schoen,SCHOEN,SE063,Schoen,SCHOEN,SEL-12-006,SEL-12-06,Sockeye-Lake,5,,NA,y
943,Shushartie,SHUSHARTIE,SE064,Shushartie,SHUSHARTIE,SEL-12-007,SEL-12-07,Sockeye-Lake,5,,NA,y
944,Woss,WOSS,SE065,Woss,WOSS,SEL-12-008,SEL-12-08,Sockeye-Lake,5,,NA,y
945,Alice,ALICE,SE087,Alice,ALICE,SEL-13-001,SEL-13-01,Sockeye-Lake,5,,NA,y
946,Canoe Creek,CANOE,SE088,Canoe Creek,CANOE,SEL-13-002,SEL-13-02,Sockeye-Lake,5,,NA,y
947,Cecilia,CECILIA,SE067,Cecilia,CECILIA,SEL-13-003,SEL-13-03,Sockeye-Lake,5,,NA,y
948,Cheewat,CHEEWAT,SE068,Cheewat,CHEEWAT,SEL-13-004,SEL-13-04,Sockeye-Lake,5,,NA,y
949,Clayoquot,CLAYQUOT,SE069,Clayoquot,CLAYQUOT,SEL-13-005,SEL-13-05,Sockeye-Lake,5,,NA,y
950,Deserted,DESERTED,SE070,Deserted,DESERTED,SEL-13-006,SEL-13-06,Sockeye-Lake,5,,NA,y
951,Fairy,FAIRY,SE071,Fairy,FAIRY,SEL-13-007,SEL-13-07,Sockeye-Lake,5,,NA,y
952,Great Central,GCL,SE072,Great Central,GCL,SEL-13-008,SEL-13-08,Sockeye-Lake,5,,NA,y
953,Henderson,HENDERSON,SE073,Henderson,HENDERSON,SEL-13-009,SEL-13-09,Sockeye-Lake,5,,NA,y
954,Hesquiat,HESQUIAT,SE074,Hesquiat,HESQUIAT,SEL-13-010,SEL-13-10,Sockeye-Lake,5,,NA,y
955,Hobiton,HOBITON,SE075,Hobiton,HOBITON,SEL-13-011,SEL-13-11,Sockeye-Lake,5,,NA,y
956,Jansen,JANSEN,SE076,Jansen,JANSEN,SEL-13-012,SEL-13-12,Sockeye-Lake,5,,NA,y
957,Kanim,KANIM,SE077,Kanim,KANIM,SEL-13-013,SEL-13-13,Sockeye-Lake,5,,NA,y
958,Kennedy,KENNEDEY,SE078,Kennedy,KENNEDEY,SEL-13-014,SEL-13-14,Sockeye-Lake,5,,NA,y
959,Maggie,MAGGIE,SE079,Maggie,MAGGIE,SEL-13-015,SEL-13-15,Sockeye-Lake,5,,NA,y
960,Megin,MEGIN,SE080,Megin,MEGIN,SEL-13-016,SEL-13-16,Sockeye-Lake,5,,NA,y
961,Muchalat,MUCHALAT,SE081,Muchalat,MUCHALAT,SEL-13-017,SEL-13-17,Sockeye-Lake,5,,NA,y
962,Muriel,MURIEL ,SE082,Muriel,MURIEL ,SEL-13-018,SEL-13-18,Sockeye-Lake,5,,NA,y
963,Nitinat,NITINAT,SE083,Nitinat,NITINAT,SEL-13-019,SEL-13-19,Sockeye-Lake,5,,NA,y
964,O'Connell,O'CONNELL,SE089,O'Connell,O'CONNELL,SEL-13-020,SEL-13-20,Sockeye-Lake,5,,NA,y
966,Park River,PARK,SE084,Park River,PARK,SEL-13-022,SEL-13-22,Sockeye-Lake,5,,NA,y
967,Power,POWER,SE085,Power,POWER,SEL-13-023,SEL-13-23,Sockeye-Lake,5,,NA,y
969,Sproat,SPROAT,SE086,Sproat,SPROAT,SEL-13-025,SEL-13-25,Sockeye-Lake,5,,NA,y
970,William/Brink,WILLIAM/BRINK,SE090,William/Brink,WILLIAM/BRINK,SEL-13-026,SEL-13-26,Sockeye-Lake,5,,NA,y
971,Southern Fjords,,SE027,South Coast-Southern Fjords,SC-SFj,SER-009,SER-009,Sockeye-River,5,,NA,y
971,Southern Fjords,,SE029,Hamothko-Klinaklini-Southern Fjords,HK,SER-009,SER-009,Sockeye-River,5,,NA,y
