"cuid","cuname.x","cu_acronym","du_number","du_acronym","DU_name","FULL_CU_IN","spp","gen_length","COSEWIC_status","survey_quality","survey_coverage","survey_execution","catch_quality","dq_score","cu_enh_rank","Sites","Region"
909,"Southern Coastal Streams-Queen Charlotte Strait-Johnstone Strait-Southern Fjords","SC+SFj","CO12","SC+SFj","South Coastal Streams-QCStr-JStr-SFjords","CO-12","Coho",3,NA,3,0,1,0,4,"Moderate",117,"VIMI"
910,"East Vancouver Island-Georgia Strait","EVI+GStr","CO11","EVI+GStr","East Vancouver Island-Georgia Strait","CO-13","Coho",3,NA,3,0,2,0,5,"Moderate",108,"VIMI"
911,"East Vancouver Island-Johnstone Strait-Southern Fjords","EVI+SFj","CO14","EVI+SFj","E Vancouver Is ? Johnstone Strait-SFjords","CO-14","Coho",3,NA,3,0,5,0,8,"Moderate",16,"VIMI"
912,"Nahwitti Lowland","Nahwitti","CO17","NWVI","Northwest Vancouver Island","CO-15","Coho",3,NA,4,0,5,0,9,"Moderate",76,"VIMI"
913,"Juan de Fuca-Pachena","JdF","CO16","JdF","Juan de Fuca-Pachena","CO-16","Coho",3,NA,3,0,3,0,6,"Moderate",26,"VIMI"
914,"West Vancouver Island","WVI","CO15","WVI","West Vancouver Island","CO-17","Coho",3,NA,3,0,3,0,6,"Moderate",126,"VIMI"
915,"Clayoquot","CLAY","CO15","WVI","West Vancouver Island","CO-18","Coho",3,NA,3,0,3,0,6,"Moderate",46,"VIMI"
916,"Homathko-Klinaklini Rivers","HK","CO13","HK+SFj","Homathko-Klinaklini","CO-19","Coho",3,NA,0,0,0,0,0,"None",4,"VIMI"
917,"Georgia Strait",NA,"PE01",NA,"Georgia Strait Mainland","PKE-1","Pink",2,NA,4,4,4,3,15,"Moderate",68,"VIMI"
917,"Georgia Strait",NA,"PE01",NA,"Georgia Strait Mainland","PKE-1","Pink",2,NA,4,4,4,3,15,"Moderate",68,"VIMI"
917,"Georgia Strait",NA,"PE02",NA,"E Vancouver Is - Georgia Strait","PKE-1","Pink",2,NA,4,4,4,3,15,"Moderate",68,"VIMI"
917,"Georgia Strait",NA,"PE02",NA,"E Vancouver Is - Georgia Strait","PKE-1","Pink",2,NA,4,4,4,3,15,"Moderate",68,"VIMI"
918,"West Vancouver Island",NA,"PE06",NA,"West Vancouver Island","PKE-2","Pink",2,NA,0,0,0,0,0,"Low",85,"VIMI"
919,"Northwest Vancouver Island",NA,"PE07",NA,"Northwest Vancouver Island","PKE-3","Pink",2,NA,0,0,0,0,0,"Low",35,"VIMI"
920,"Southern Fjords",NA,"PE03",NA,"South Coastal Streams - Queen Charlotte Strait - Johnstone Strait - Southern Fjords","PKE-4","Pink",2,NA,3,2,4,3,12,"Moderate",102,"VIMI"
920,"Southern Fjords",NA,"PE03",NA,"South Coastal Streams - Queen Charlotte Strait - Johnstone Strait - Southern Fjords","PKE-4","Pink",2,NA,3,2,4,3,12,"Moderate",102,"VIMI"
920,"Southern Fjords",NA,"PE04",NA,"Homathko - Klinaklini","PKE-4","Pink",2,NA,3,2,4,3,12,"Moderate",102,"VIMI"
920,"Southern Fjords",NA,"PE04",NA,"Homathko - Klinaklini","PKE-4","Pink",2,NA,3,2,4,3,12,"Moderate",102,"VIMI"
920,"Southern Fjords",NA,"PE05",NA,"E Vancouver Is - Johnstone Strait - Southern Fjords","PKE-4","Pink",2,NA,3,2,4,3,12,"Moderate",102,"VIMI"
920,"Southern Fjords",NA,"PE05",NA,"E Vancouver Is - Johnstone Strait - Southern Fjords","PKE-4","Pink",2,NA,3,2,4,3,12,"Moderate",102,"VIMI"
921,"East Howe Sound-Burrard Inlet",NA,NA,NA,NA,"PKO-2","Pink",2,NA,0,0,0,3,3,"Moderate",13,"VIMI"
922,"Georgia Strait",NA,"PO09",NA,"Georgia Strait Mainland","PKO-3","Pink",2,NA,3,3,5,3,14,"Moderate",78,"VIMI"
922,"Georgia Strait",NA,"PO09",NA,"Georgia Strait Mainland","PKO-3","Pink",2,NA,3,3,5,3,14,"Moderate",78,"VIMI"
923,"East Vancouver Island-Johnstone Strait",NA,"PO10",NA,"E Vancouver Is - Georgia Strait","PKO-4","Pink",2,NA,3,4,5,3,15,"Moderate",12,"VIMI"
924,"Nahwitti",NA,"PO15",NA,"Northwest Vancouver Island","PKO-5","Pink",2,NA,5,2,3,3,13,"Moderate",24,"VIMI"
925,"West Vancouver Island",NA,"PO14",NA,"West Vancouver Island","PKO-6","Pink",2,NA,0,0,0,0,0,"None",67,"VIMI"
926,"Southern Fjords",NA,"PO11",NA,"South Coastal Streams - Queen Charlotte Strait - Johntsone Strait - Southern Fjords","PKO-7","Pink",2,NA,3,1,2,3,9,"None",48,"VIMI"
926,"Southern Fjords",NA,"PO11",NA,"South Coastal Streams - Queen Charlotte Strait - Johntsone Strait - Southern Fjords","PKO-7","Pink",2,NA,3,1,2,3,9,"None",48,"VIMI"
927,"Fulmore","FULMORE","SE053","FULMORE","Fulmore","SEL-11-01","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"VIMI"
928,"Heydon","HEYDON","SE054","HEYDON","Heydon","SEL-11-02","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"VIMI"
929,"Kakweiken","KAWEIKEN","SE055","KAWEIKEN","Kakweiken","SEL-11-03","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"VIMI"
930,"Loose","LOOSE","SE056","LOOSE","Loose","SEL-11-04","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"VIMI"
931,"Mackenzie","MACKENZIE","SE057","MACKENZIE","Mackenzie","SEL-11-05","Sockeye-Lake",5,NA,2,5,1,0,8,"None",1,"VIMI"
932,"Phillips","PHILLIPS","SE058","PHILLIPS","Phillips","SEL-11-06","Sockeye-Lake",5,NA,3,5,5,0,13,"None",2,"VIMI"
933,"Sakinaw","SAKINAW","SE051","SAKINAW","Sakinaw","SEL-11-07","Sockeye-Lake",5,"Endangered",5,5,5,0,15,"High",1,"VIMI"
935,"Tzoonie","TZOONIE","SE052","TZOONIE","Tzoonie","SEL-11-09","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"VIMI"
936,"Village Bay","VILLAGE","T01","VILLAGE","Village Bay","SEL-11-10","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"VIMI"
937,"Ida/Bonanza","IDA/BONANZA","SE059","IDA/BONANZA","Ida/Bonanza","SEL-12-01","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"VIMI"
938,"Nahwitti","NAHWITTI","SE060","NAHWITTI","Nahwitti","SEL-12-02","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"VIMI"
939,"Nimpkish","NIMPKISH","SE061","NIMPKISH","Nimpkish","SEL-12-03","Sockeye-Lake",5,NA,4,5,5,0,14,"Low",2,"VIMI"
941,"Quatse","QUATSE","SE062","QUATSE","Quatse","SEL-12-05","Sockeye-Lake",4,NA,0,0,0,0,0,"None",1,"VIMI"
942,"Schoen","SCHOEN","SE063","SCHOEN","Schoen","SEL-12-06","Sockeye-Lake",5,NA,0,0,0,0,0,"None",NA,"VIMI"
943,"Shushartie","SHUSHARTIE","SE064","SHUSHARTIE","Shushartie","SEL-12-07","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"VIMI"
944,"Woss","WOSS","SE065","WOSS","Woss","SEL-12-08","Sockeye-Lake",5,NA,0,0,0,0,0,"None",NA,"VIMI"
945,"Alice","ALICE","SE087","ALICE","Alice","SEL-13-01","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"VIMI"
946,"Canoe Creek","CANOE","SE088","CANOE","Canoe Creek","SEL-13-02","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"VIMI"
947,"Cecilia","CECILIA","SE067","CECILIA","Cecilia","SEL-13-03","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"VIMI"
948,"Cheewat","CHEEWAT","SE068","CHEEWAT","Cheewat","SEL-13-04","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"VIMI"
949,"Clayoquot","CLAYQUOT","SE069","CLAYQUOT","Clayoquot","SEL-13-05","Sockeye-Lake",5,NA,0,0,0,0,0,"None",2,"VIMI"
950,"Deserted","DESERTED","SE070","DESERTED","Deserted","SEL-13-06","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"VIMI"
951,"Fairy","FAIRY","SE071","FAIRY","Fairy","SEL-13-07","Sockeye-Lake",5,NA,0,0,0,0,0,"Low",3,"VIMI"
952,"Great Central","GCL","SE072","GCL","Great Central","SEL-13-08","Sockeye-Lake",5,NA,0,0,0,3,3,"None",NA,"VIMI"
953,"Henderson","HENDERSON","SE073","HENDERSON","Henderson","SEL-13-09","Sockeye-Lake",5,NA,5,5,2,0,12,"None",1,"VIMI"
954,"Hesquiat","HESQUIAT","SE074","HESQUIAT","Hesquiat","SEL-13-10","Sockeye-Lake",5,NA,0,0,1,0,1,"None",1,"VIMI"
955,"Hobiton","HOBITON","SE075","HOBITON","Hobiton","SEL-13-11","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"VIMI"
956,"Jansen","JANSEN","SE076","JANSEN","Jansen","SEL-13-12","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"VIMI"
957,"Kanim","KANIM","SE077","KANIM","Kanim","SEL-13-13","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"VIMI"
958,"Kennedy","KENNEDEY","SE078","KENNEDEY","Kennedy","SEL-13-14","Sockeye-Lake",5,NA,0,0,0,0,0,"None",6,"VIMI"
959,"Maggie","MAGGIE","SE079","MAGGIE","Maggie","SEL-13-15","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"VIMI"
960,"Megin","MEGIN","SE080","MEGIN","Megin","SEL-13-16","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"VIMI"
961,"Muchalat","MUCHALAT","SE081","MUCHALAT","Muchalat","SEL-13-17","Sockeye-Lake",5,NA,0,0,0,0,0,"None",3,"VIMI"
962,"Muriel","MURIEL","SE082","MURIEL","Muriel","SEL-13-18","Sockeye-Lake",5,NA,0,0,0,0,0,"Low",3,"VIMI"
963,"Nitinat","NITINAT","SE083","NITINAT","Nitinat","SEL-13-19","Sockeye-Lake",5,NA,0,0,0,0,0,"None",2,"VIMI"
964,"O'Connell","O'CONNELL","SE089","O'CONNELL","O'Connell","SEL-13-20","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"VIMI"
966,"Park River","PARK","SE084","PARK","Park River","SEL-13-22","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"VIMI"
967,"Power","POWER","SE085","POWER","Power","SEL-13-23","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"VIMI"
969,"Sproat","SPROAT","SE086","SPROAT","Sproat","SEL-13-25","Sockeye-Lake",5,NA,0,0,0,3,3,"None",1,"VIMI"
970,"William/Brink","WILLIAM/BRINK","SE090","WILLIAM/BRINK","William/Brink","SEL-13-26","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1,"VIMI"
971,"Southern Fjords",NA,"SE027","SC-SFj","South Coast-Southern Fjords","SER-009","Sockeye-River",5,NA,0,0,0,0,0,"None",NA,"VIMI"
971,"Southern Fjords",NA,"SE029","HK","Hamothko-Klinaklini-Southern Fjords","SER-009","Sockeye-River",5,NA,0,0,0,0,0,"None",NA,"VIMI"
972,"West Vancouver Island",NA,"SE030","WVI","West Vancouver Is","SER-010","Sockeye-River",5,NA,0,0,0,0,0,"Low",NA,"VIMI"
973,"East Vancouver Island and Georgia Strait",NA,"SE025","SC-GStr","South Coast-Georgia Strait","SER-08","Sockeye-River",5,NA,0,0,0,0,0,"None",48,"VIMI"
973,"East Vancouver Island and Georgia Strait",NA,"SE026","EVI-GStr","East Vancouver Island-Georgia Strait","SER-08","Sockeye-River",5,NA,0,0,0,0,0,"None",48,"VIMI"
973,"East Vancouver Island and Georgia Strait",NA,"SE028","EVI-SFj","East Vancouver Island-Southern Fjords","SER-08","Sockeye-River",5,NA,0,0,0,0,0,"None",48,"VIMI"
974,"NW Vancouver Island",NA,"SE031","NWVI","Northwest Vancouver Is","SER-011","Sockeye-River",5,NA,0,0,0,0,0,"None",NA,"VIMI"
976,"Vernon","VERNON","SE066","VERNON","Vernon","SEL-12-09","Sockeye-Lake",5,NA,0,0,0,0,0,"None",NA,"VIMI"
977,"Northwest Vancouver Island",NA,"CM11",NA,"Northwest Vancouver Island","CM-11","Chum",4,NA,2,1,3,3,9,"Moderate",63,"VIMI"
978,"Southwest & West  Vancouver Island",NA,"CM10",NA,"West Vancouver Island","CM-10","Chum",4,NA,3,0,4,3,10,"Moderate",188,"VIMI"
979,"Upper Knight",NA,"CM08",NA,"Upper Knight Inlet","CM-9","Chum",4,NA,0,0,0,0,0,"None",6,"VIMI"
1000,"LYNN CANAL","LYNN","CM36","CHILKAT","Chilkat","CM-37","Chum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Transboundary"
1001,"TAKU","TAKU","CM35","TAKU","Taku","CM-36","Chum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Transboundary"
1002,"WHITING RIVER","WHTNG","CM34","WHITING","Whiting","CM-35","Chum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Transboundary"
1003,"UNUK RIVER","UNUK","CM32","UNUK","Unuk","CM-33","Chum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Transboundary"
1004,"ALSEK","ALSEK","CK59","ALSEK","Alsek Stream Summer","CK-67","Chinook",NA,NA,NA,NA,NA,NA,NA,NA,5,"Transboundary"
1005,"LYNN CANAL","LYNN","CK58","LYNN","Chilkat Stream Spring","CK-66","Chinook",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Transboundary"
1006,"TAKU-EARLY TIMING","Taku-early","CK55","TAKU-E","Taku - early Stream Summer","CK-63","Chinook",NA,NA,NA,NA,NA,NA,NA,NA,4,"Transboundary"
1007,"TAKU-MID TIMING","Taku-mid","CK56","TAKU-M","Taku - mid Stream Summer","CK-64","Chinook",NA,NA,NA,NA,NA,NA,NA,NA,1,"Transboundary"
1008,"TAKU-LATE TIMING","Taku-late","CK57","TAKU-L","Taku - late Stream Summer","CK-65","Chinook",NA,NA,NA,NA,NA,NA,NA,NA,4,"Transboundary"
1009,"WHITING RIVER","WHITING","CK54","WHITING","Whiting River, Stream Summer","CK-62","Chinook",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Transboundary"
1010,"STIKINE-EARLY TIMING","LSTK-early","CK52","LSTK-E","Stikine - early timing Stream Summer","CK-60","Chinook",NA,NA,NA,NA,NA,NA,NA,NA,4,"Transboundary"
1011,"STIKINE-LATE TIMING","LSTK-late","CK53","LSTK-L","Stikine - late Stream Summer timing","CK-61","Chinook",NA,NA,NA,NA,NA,NA,NA,NA,3,"Transboundary"
1012,"UNUK RIVER","UNUK","CK51","UNUK","Unuk River, Stream Summer","CK-59","Chinook",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Transboundary"
1013,"ALSEK RIVER","Alsek","CO36","Alsek","Alsek","CO-45","Coho",3,NA,NA,NA,NA,NA,NA,NA,1,"Transboundary"
1014,"LYNN CANAL","LYNN","CO35","LYNN","Chilkat","CO-44","Coho",3,NA,NA,NA,NA,NA,NA,NA,NA,"Transboundary"
1015,"TAKU-LATE TIMING","Taku","CO34","Taku","Taku","CO-42","Coho",3,NA,NA,NA,NA,NA,NA,NA,NA,"Transboundary"
1016,"WHITING RIVER","Whiting","CO33","Whiting","Whiting River","CO-40","Coho",3,NA,NA,NA,NA,NA,NA,NA,NA,"Transboundary"
1017,"LOWER STIKINE","LStk","CO32","LStk","Lower Stikine","CO-39","Coho",3,NA,NA,NA,NA,NA,NA,NA,8,"Transboundary"
1018,"UNUK RIVER","UNUK","CO31","Unuk","Unuk","CO-38","Coho",3,NA,NA,NA,NA,NA,NA,NA,NA,"Transboundary"
1019,"TRANSBOUNDARY FJORDS","TBFj","PE21","UNUK","Unuk","PKE-13","Pink",NA,NA,NA,NA,NA,NA,NA,NA,1,"Transboundary"
1019,"TRANSBOUNDARY FJORDS","TBFj","PE22","LSTK","Lower Stikine","PKE-13","Pink",NA,NA,NA,NA,NA,NA,NA,NA,1,"Transboundary"
1019,"TRANSBOUNDARY FJORDS","TBFj","PE23","WHITING","Whiting","PKE-13","Pink",NA,NA,NA,NA,NA,NA,NA,NA,1,"Transboundary"
1019,"TRANSBOUNDARY FJORDS","TBFj","PE24","TAKU","Taku","PKE-13","Pink",NA,NA,NA,NA,NA,NA,NA,NA,1,"Transboundary"
1019,"TRANSBOUNDARY FJORDS","TBFj","PE25","CHILKAT","Chilkat","PKE-13","Pink",NA,NA,NA,NA,NA,NA,NA,NA,1,"Transboundary"
1020,"TRANSBOUNDARY FJORDS","TBFj","PO29","UNUK","Unuk","PKO-19","Pink",NA,NA,NA,NA,NA,NA,NA,NA,1,"Transboundary"
1020,"TRANSBOUNDARY FJORDS","TBFj","PO30","LSTK","Lower Stikine","PKO-19","Pink",NA,NA,NA,NA,NA,NA,NA,NA,1,"Transboundary"
1020,"TRANSBOUNDARY FJORDS","TBFj","PO31","WHITING","Whitiing","PKO-19","Pink",NA,NA,NA,NA,NA,NA,NA,NA,1,"Transboundary"
1020,"TRANSBOUNDARY FJORDS","TBFj","PO32","TAKU","Taku","PKO-19","Pink",NA,NA,NA,NA,NA,NA,NA,NA,1,"Transboundary"
1020,"TRANSBOUNDARY FJORDS","TBFj","PO33","CHILKAT","Chilkat","PKO-19","Pink",NA,NA,NA,NA,NA,NA,NA,NA,1,"Transboundary"
1021,"Alsek River","ALSEK","SE049","ALSEK","Alsek River","SER-024","Sockeye-River",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Transboundary"
1022,"Chilkat River","CHILKAR","SE048","CHILKAT","Chilkat River","SER-023","Sockeye-River",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Transboundary"
1023,"Northern Transboundary Fjords","TBFj","SE044","LStk","Stikine River","SER-022","Sockeye-River",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Transboundary"
1023,"Northern Transboundary Fjords","TBFj","SE045","TAKU","Taku River","SER-022","Sockeye-River",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Transboundary"
1023,"Northern Transboundary Fjords","TBFj","SE046","Whiting","Whiting River","SER-022","Sockeye-River",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Transboundary"
1023,"Northern Transboundary Fjords","TBFj","SE047","UNUK","Unuk River","SER-022","Sockeye-River",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Transboundary"
1024,"Border","BORDER","SE184","BORDER","Border","SEL-25-01","Sockeye-Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Transboundary"
1025,"Christina","CHRISTINA","SE185","CHRISTINA","Christina","SEL-26-01","Sockeye-Lake",NA,NA,NA,NA,NA,NA,NA,NA,1,"Transboundary"
1026,"Tahltan","TAHLTAN","SE186","TAHLTAN","Tahltan","SEL-26-02","Sockeye-Lake",NA,NA,NA,NA,NA,NA,NA,NA,1,"Transboundary"
1027,"Kuthai","KUTHAI","SE189","KUTHAI","Kuthai","SEL-28-01","Sockeye-Lake",NA,NA,NA,NA,NA,NA,NA,NA,1,"Transboundary"
1028,"Little Trapper","LTRAPPER","SE190","LTRAPPER","Little Trapper","SEL-28-02","Sockeye-Lake",NA,NA,NA,NA,NA,NA,NA,NA,1,"Transboundary"
1029,"Tatsamenie","TATSAMENIE","SE191","TATSAMENIE","Tatsamenie","SEL-28-03","Sockeye-Lake",NA,NA,NA,NA,NA,NA,NA,NA,1,"Transboundary"
1031,"Blanchard-BC","BLANCHARD","SE193","BLANCHARD","Blanchard-BC","SEL-30-01","Sockeye-Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Transboundary"
1032,"LOWER STIKINE","LStk","CM33","LOWER STIKINE","Lower Stikine","CM-34","Chum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Transboundary"
1033,"King Salmon","KING SALMON","SE192","KING SALMON","King Salmon","SEL-28-05","Sockeye-Lake",NA,NA,NA,NA,NA,NA,NA,NA,1,"Transboundary"
1034,"TAKU-EARLY TIMING","Taku","CO34","Taku","Taku","CO-41","Coho",3,NA,NA,NA,NA,NA,NA,NA,8,"Transboundary"
1035,"TAKU-MID TIMING","Taku","CO34","Taku","Taku","CO-43","Coho",3,NA,NA,NA,NA,NA,NA,NA,NA,"Transboundary"
1036,"Chutine","CHUTINE","SE187","CHUTINE","Chutine","SEL-26-03","Sockeye-Lake",NA,NA,NA,NA,NA,NA,NA,NA,1,"Transboundary"
1037,"Whiting","WHITING","SE188","WHITING","Whiting","SEL-27-01","Sockeye-Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Transboundary"
1038,"Klukshu","KLUKSHU","SE194","KLUKSHU","Klukshu-Yukon","SEL-30-02","Sockeye-Lake",NA,NA,NA,NA,NA,NA,NA,NA,1,"Transboundary"
1039,"Nesketahin-Yukon","NESKETAHIN","SE195","NESKETAHIN","Nesketahin-Yukon","SEL-30-03","Sockeye-Lake",NA,NA,NA,NA,NA,NA,NA,NA,1,"Transboundary"
1101,"Lower Liard","LIARD","CM45",NA,"Lower Liard","CM-39","Chum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MAC"
1102,"Peel River","PEEL","CM44",NA,"Peel River","CM-40","Chum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MAC"
1120,"Porcupine River","PORC","CO37","Yukon","Porcupine","CO-46","Coho",3,NA,NA,NA,NA,NA,NA,NA,NA,"Yukon"
1201,"Big Salmon","BigSal","CK61","BSALR","Big Salmon River Stream Summer","CK-70","Chinook",5,NA,NA,NA,NA,NA,NA,NA,NA,"Yukon"
1202,"Nordenskiold","Norden","CK62","NORDEN","Nordenskiold Stream Summer","CK-71","Chinook",5,NA,NA,NA,NA,NA,NA,NA,1,"Yukon"
1203,"Pelly","Pelly","CK64","PELLY","Pelly River Stream Summer","CK-72","Chinook",5,NA,NA,NA,NA,NA,NA,NA,17,"Yukon"
1204,"Middle Yukon River and tributaries","MidYR","CK63","MidYR","Mid-Yukon River and Trib Stream Summer","CK-73","Chinook",5,NA,NA,NA,NA,NA,NA,NA,3,"Yukon"
1205,"Stewart","Stew","CK64","PELLY","Pelly River Stream Summer","CK-74","Chinook",5,NA,NA,NA,NA,NA,NA,NA,5,"Yukon"
1206,"White and tributaries","White","CK65","WHITE","White River and Trib Stream Summer","CK-75","Chinook",5,NA,NA,NA,NA,NA,NA,NA,2,"Yukon"
1207,"Northern Yukon River and tributaries","NYR","CK66","NYR","N Yukon River and Trib Stream Summer","CK-76","Chinook",5,NA,NA,NA,NA,NA,NA,NA,4,"Yukon"
1208,"Salmon Fork","SFork",NA,NA,NA,"CK-77","Chinook",5,NA,NA,NA,NA,NA,NA,NA,NA,"Yukon"
1209,"Yukon","YK","CK67","PORCR","Porcupine River Stream Summer","CK-78","Chinook",5,NA,NA,NA,NA,NA,NA,NA,1,"Yukon"
1210,"Old Crow","OldC","CK68","OCROW","Old Crow River Stream Summer","CK-79","Chinook",5,NA,NA,NA,NA,NA,NA,NA,NA,"Yukon"
1211,"Upper Yukon River","UpperYR","CK60","YUK-TESLIN","Yukon - Teslin Headwaters Stream Summer","CK-69","Chinook",5,NA,NA,NA,NA,NA,NA,NA,8,"Yukon"
1212,"Yukon River-Teslin headwaters","Teslin","CK60","YUK-TESLIN","Yukon - Teslin Headwaters Stream Summer","CK-68","Chinook",5,NA,NA,NA,NA,NA,NA,NA,8,"Yukon"
1213,"Middle Yukon","MYR","CM39",NA,"Mid-Yukon River and Tributaries","CM-42","Chum",4,NA,NA,NA,NA,NA,NA,NA,1,"Yukon"
1214,"N Yukon River","NYR","CM42",NA,"N Yukon River and Tributaries","CM-43","Chum",4,NA,NA,NA,NA,NA,NA,NA,4,"Yukon"
1215,"White","White","CM41",NA,"White River and Tributaries","CM-44","Chum",4,NA,NA,NA,NA,NA,NA,NA,1,"Yukon"
1216,"Donjek Kluane","Donjek","CM41",NA,"White River and Tributaries","CM-45","Chum",4,NA,NA,NA,NA,NA,NA,NA,2,"Yukon"
1217,"Porcupine River","Porcu","CM43",NA,"Porcupine","CM-46","Chum",4,NA,NA,NA,NA,NA,NA,NA,2,"Yukon"
1218,"Stewart","STEW","CM40",NA,"Pelly - Stewart","CM-48","Chum",4,NA,NA,NA,NA,NA,NA,NA,NA,"Yukon"
1219,"Teslin","TESLIN","CM38",NA,"Yukon - Teslin Headwaters","CM-38","Chum",4,NA,NA,NA,NA,NA,NA,NA,1,"Yukon"
1220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yukon"
1300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,"Columbia"
NA,"Port San Juan","PSJ","CK24","WVI/Ocean/Fall (South)","West Vancouver Island, Ocean, Fall (South) population","CK-30","Chinook",NA,"Threatened",NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"CK39","HecLow","HecLow, Ocean/Stream, Summer",NA,"Chinook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"CM37","ALSEK","Alsek",NA,"Chum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"(P)Hatchery Exclusion-Lower Fraser River",NA,NA,NA,NA,NA,"Chinook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"includes production from major hatchery facilities at Conuma, Stamp, and Nitinat rivers",NA,NA,NA,NA,NA,"Chinook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"not yet defined; includes some seapen releases",NA,NA,NA,NA,NA,"Pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Francois-First Run-Early Summer timing",NA,NA,NA,NA,NA,"Sockeye-Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Francois-Second Run-Early Summer timing",NA,NA,NA,NA,NA,"Sockeye-Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Indian/Kruger-Early Summer timing",NA,NA,NA,NA,NA,"Sockeye-Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Kitwancool",NA,NA,NA,NA,NA,"Sockeye-Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Osoyoos",NA,NA,NA,NA,NA,"Sockeye-Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Sockeye Creek",NA,NA,NA,NA,NA,"Sockeye-Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Tuwartz",NA,NA,NA,NA,NA,"Sockeye-Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"PE26","ALSEK","Alsek",NA,"Pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"PO13",NA,"E Vancouver Is - Johnstone Strait - Southern Fjords",NA,"Pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"PO34","ALSEK","Alsek",NA,"Pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Pack","PACK","T02","PACK","Pack","SEL-11-11","Sockeye-Lake",NA,NA,NA,NA,NA,NA,NA,NA,1,NA
NA,"Glendale","GLENDALE","T03","GLENDALE","Glendale","SEL-11-12","Sockeye-Lake",NA,NA,NA,NA,NA,NA,NA,NA,2,NA
NA,"Lois","LOIS","T04","LOIS","Lois","SEL-11-13","Sockeye-Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Mayer","MAYER","T08","MAYER","Mayer","SEL-17-11","Sockeye-Lake",NA,NA,NA,NA,NA,NA,NA,NA,1,NA
